,Address,Postcode,Size in m²,Rooms,Prize in €,Price/Sqm,Latitude,Longitude
35,Visseringstraat                       , 1051 KG ,86.0,3,4450.0,51.74418604651163,52.3775,4.869694
36,Keizersgracht                       , 1015 CW ,70.0,2,3500.0,50.0,52.364336,4.892515
37,Dirk Bonsstraat                       , 1063 TX ,48.0,2,1250.0,26.04166666666667,52.378412,4.8351419999999985
38,Kortenaerstraat 19 1                       , 1057 JL ,68.0,2,4000.0,58.82352941176471,52.369105,4.862561
39,Djambistraat 27 3                       , 1094 AX ,47.0,2,2150.0,45.744680851063826,52.36485,4.938164
40,Rijnstraat                       , 1078 RB ,75.0,3,4050.0,54.0,52.348776,4.9042010000000005
41,Van Spilbergenstraat 35 2                       , 1057 PX ,55.0,3,2300.0,41.81818181818182,52.365499,4.852004
42,Oosterpark 35 B                       , 1092 AL ,76.0,3,3650.0,48.026315789473685,52.358485,4.919766
43,Lou Jansenplein                       , 1063 GV ,59.0,3,2000.0,33.898305084745765,52.383919,4.819766
44,Van Eeghenstraat                       , 1071 EZ ,184.0,5,5950.0,32.33695652173913,52.356458,4.869726
45,Omval 115                       , 1096 AA ,110.0,4,4450.0,40.45454545454545,52.345106,4.915529
46,Beethovenstraat 215                       , 1077 JE ,116.0,3,3150.0,27.15517241379311,52.342081,4.877511
47,Voordek                       , 1034 SR ,76.0,4,2300.0,30.26315789473684,52.410984,4.917338
48,Joos Banckersplantsoen                       , 1056 LD ,97.0,3,3500.0,36.082474226804116,52.37636,4.8565580000000015
49,Sanderijnstraat 37 2                       , 1055 BP ,55.0,3,2150.0,39.09090909090909,52.377517,4.850375
50,Madurastraat 55 2                       , 1094 GG ,68.0,3,2800.0,41.1764705882353,52.364394,4.93397
51,Bloemgracht                       , 1016 KH ,240.0,4,8000.0,33.333333333333336,52.374193,4.876384
52,Rinus Michelslaan                       , 1061 MB ,75.0,3,3500.0,46.66666666666666,52.373158,4.838783
53,Madurastraat 22 B                       , 1094 GM ,30.0,2,2500.0,83.33333333333333,52.364101,4.932519
54,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382417,4.885611
55,Ceintuurbaan                       , 1074 EB ,60.0,2,2800.0,46.66666666666666,52.354812,4.9010370000000005
56,Ceintuurbaan                       , 1072 GB ,60.0,2,2300.0,38.333333333333336,52.354812,4.9010370000000005
57,Lodewijk Boisotstraat                       , 1057 ZN ,60.0,3,3000.0,50.0,52.369219,4.858385
58,Marnixkade                       , 1015 ZJ ,38.0,1,2500.0,65.78947368421052,52.383,4.88131
59,Eerste Constantijn Huygensstraat                       , 1054 BS ,50.0,3,4000.0,80.0,52.362854,4.8753
60,Welnastraat                       , 1096 GJ ,28.0,1,3000.0,107.14285714285714,52.339568,4.919455
61,Warmoesstraat 50 R                       , 1012 JE ,70.0,3,3650.0,52.14285714285714,52.375513,4.898103
62,Eerste Jan Steenstraat 126 2                       , 1072 NT ,70.0,3,3000.0,42.857142857142854,52.354289,4.892857
63,Albert Cuypstraat 209 1                       , 1073 BE ,45.0,2,1300.0,28.88888888888889,52.356234,4.895976
64,Westerstraat                       , 1015 LX ,50.0,2,2000.0,40.0,52.377634,4.879553
65,Blaeustraat                       , 1012 ZK ,25.0,1,1500.0,60.0,52.374377,4.892204
66,Herengracht 437 C                       , 1017 BR ,70.0,3,3500.0,50.0,52.365048,4.898317
67,Balthasar Floriszstraat 55 B                       , 1071 VB ,53.0,3,3000.0,56.60377358490565,52.353397,4.885807
68,Kinderdijkstraat 68 3                       , 1079 GM ,86.0,5,3050.0,35.46511627906977,52.342107,4.9027949999999985
69,Duke Ellingtonstraat 92                       , 1066 GG ,83.0,3,2800.0,33.734939759036145,52.343785,4.826893
70,Kinkerstraat                       , 1053 EC ,53.0,4,4500.0,84.90566037735849,52.367586,4.873204
71,Nieuwe Spiegelstraat 67 2                       , 1017 DD ,90.0,3,4500.0,50.0,52.36287100000001,4.8883269999999985
72,Grubbehoeve 528                       , 1103 GZ ,70.0,3,2500.0,35.714285714285715,52.321782,4.977894
73,Michelangelostraat                       , 1077 BZ ,85.0,4,3050.0,35.882352941176464,52.345487,4.871384
74,Sarphatipark 114 3                       , 1073 ED ,83.0,3,3650.0,43.975903614457856,52.353744,4.897897
75,Krommeniestraat                       , 1013 XH ,69.0,2,2500.0,36.231884057971016,52.391243,4.875186
76,Krommeniestraat                       , 1013 XH ,89.0,3,5000.0,56.179775280898866,52.391243,4.875186
77,Krommeniestraat                       , 1013 XH ,36.0,1,2500.0,69.44444444444444,52.391243,4.875186
78,Krommeniestraat                       , 1013 XH ,65.0,3,3000.0,46.153846153846146,52.391243,4.875186
79,Krommeniestraat                       , 1013 XH ,86.0,3,4500.0,52.32558139534883,52.391243,4.875186
80,Brouwersgracht 248 B                       , 1013 HE ,62.0,2,2800.0,45.161290322580655,52.382417,4.885611
81,Krommeniestraat                       , 1013 XH ,51.0,2,2500.0,49.01960784313725,52.391243,4.875186
82,Pietersbergweg 231                       , 1105 BM ,32.0,2,1850.0,57.8125,52.298977,4.9559940000000005
83,Singel                       , 1012 VG ,69.0,2,4450.0,64.4927536231884,52.375858,4.891292
84,Scherpenzeelstraat 75                       , 1107 HS ,80.0,4,2500.0,31.25,52.293867,4.978268
85,Singel 115                       , 1012 VH ,80.0,3,4200.0,52.5,52.375528,4.890916000000002
86,Gerard Douplein 4 1                       , 1072 VE ,32.0,2,2500.0,78.125,52.35595,4.892368
87,Erich Salomonstraat 655                       , 1087 KC ,85.0,3,2000.0,23.52941176470589,52.354309,5002371.0
88,Pieter Calandlaan                       , 1060 TV ,100.0,3,2000.0,20.0,52.352802,4.803401999999998
89,Piet Gijzenbrugstraat                       , 1059 XG ,60.0,3,2500.0,41.66666666666666,52.350263,4.846845
90,Medemblikstraat 33 1+2                       , 1023 XN ,100.0,4,2500.0,25.0,52.393417,4.939021
91,Rapenburg 103 2                       , 1011 TW ,150.0,6,3650.0,24.33333333333333,52.370324,4.910563
92,Oudezijds Voorburgwal 134 1                       , 1012 GH ,41.0,2,2300.0,56.09756097560975,52.373244,4.897036
93,Rijswijkstraat                       , 1062 EP ,60.0,2,3500.0,58.33333333333334,52.350062,4.8402980000000015
94,Oudezijds Voorburgwal                       , 1012 EH ,100.0,3,4500.0,45.0,52.372452,4.896855
95,George Gershwinlaan 167                       , 1082 MT ,97.0,2,2950.0,30.41237113402061,52.335851,4.872888
96,Hoogte Kadijk 54 2                       , 1018 BN ,51.0,3,2800.0,54.901960784313715,52.369735,4.913946
97,Zeilstraat 48 1                       , 1075 SJ ,55.0,2,3500.0,63.63636363636363,52.350938,4.853867
98,Gustav Mahlerlaan                       , 1082 MK ,42.0,1,2300.0,54.76190476190475,52.336678000000006,4.877193
99,Martin Vlaarkade                       , 1013 CS ,60.0,2,2000.0,33.333333333333336,52.388644,4.881382
100,Koerierstersplein                       , 1011 MR ,65.0,3,2150.0,33.07692307692308,52.369369,4.907604
101,Veerstraat                       , 1075 SZ ,60.0,2,2800.0,46.66666666666666,52.35139,4.853946
102,Lutmastraat 155 D                       , 1073 GW ,43.0,2,2500.0,58.139534883720934,52.351491,4.900858
103,Brouwersgracht 248 A                       , 1013 HE ,78.0,2,4000.0,51.282051282051285,52.382417,4.885611
104,Brouwersgracht 248 K                       , 1013 HE ,60.0,2,2150.0,35.833333333333336,52.382417,4.885611
105,Andreasplein 89                       , 1058 GD ,145.0,4,4200.0,28.96551724137931,52.357232,4.846467
106,Jan Smitstraat                       , 1069 SZ ,95.0,3,3000.0,31.578947368421048,52.351232,4.800521
107,Tweede Anjeliersdwarsstraat                       , 1015 NT ,50.0,2,3500.0,70.0,52.377689,4.881539
108,Staalstraat 11 D                       , 1011 JK ,54.0,2,2300.0,42.5925925925926,52.368238,4.897623
109,Holendrechtstraat                       , 1078 TT ,22.0,1,915.0,41.59090909090909,52.349028,4.908976999999998
110,Mauritskade                       , 1093 RR ,50.0,2,2500.0,50.0,52.36339,4.922301
111,Prinsengracht 528 3                       , 1017 KJ ,80.0,2,4500.0,56.25,52.36334,4.886501
112,Overtoom                       , 1054 JD ,70.0,3,2500.0,35.714285714285715,52.361024,4.868881
113,Andries Copierstraat 38                       , 1061 SE ,104.0,3,3600.0,34.615384615384606,52.36703,4.836906
